 Antonella Bellutti ( Italy ) 3:32.174 caught and eliminated Rasa,{'MISC': 0.000176938303692, 'PER': 8.4762739183e-06, 'ORG': 5.32650076e-06, 'SoftwareSubscription': 2.226998817e-06, 'BankCharges': 1.5229019e-06, 'LOC': 1.470170352e-06, 'Meals&Entertainment': 1.403730721e-06, 'Insurance': 1.150139824e-06, 'Unknown': 1.0720546540000001e-06, 'Catering': 7.33399841e-07, 'VehiclesGas': 5.274484589999999e-07, 'FreightCharge': 3.75358118e-07, 'SmallEquipment': 3.1771637949999996e-07, 'OfficeExpense': 1.7704455e-07, 'Advertising': 1.7393030900000003e-07, 'Travel&Transportation': 1.0701390099999999e-07, 'Clothing&Hair&Makeup': 5.9371476500000004e-08, 'VehicleRepairs': 5.18322015e-08, 'Postage': 4.72208141e-08, 'Telephone': 2.025042576e-08}
 Mazeikyte ( Lithuania ),{'MISC': 0.000162341962889, 'ORG': 0.00010196130185999999, 'LOC': 2.3214789539999997e-05, 'Insurance': 1.9937203789999997e-05, 'SoftwareSubscription': 1.308317963e-05, 'Meals&Entertainment': 1.2244617524e-05, 'Catering': 6.4946097599999994e-06, 'Unknown': 4.14529118e-06, 'SmallEquipment': 3.694166495e-06, 'BankCharges': 3.6827404000000003e-06, 'FreightCharge': 3.02565433e-06, 'VehiclesGas': 1.528822293e-06, 'OfficeExpense': 1.49081278e-06, 'Advertising': 1.3061197199999998e-06, 'PER': 1.1328791671000002e-06, 'Clothing&Hair&Makeup': 6.66141926e-07, 'Postage': 5.688573822e-07, 'Travel&Transportation': 5.574907170000001e-07, 'VehicleRepairs': 3.56463544e-07, 'Telephone': 2.16294774e-07}
 CRICKET - PAKISTAN WIN TOSS , PUT ENGLAND IN TO BAT .,{'PER': 0.99738324, 'MISC': 0.0013739889375, 'ORG': 0.00069204807, 'LOC': 0.0003596510565, 'SoftwareSubscription': 7.57973961e-05, 'Meals&Entertainment': 2.93503115e-05, 'Advertising': 1.8362400039999998e-05, 'OfficeExpense': 1.27537506e-05, 'VehiclesGas': 8.8217747e-06, 'Catering': 7.79216801e-06, 'Clothing&Hair&Makeup': 6.09748644e-06, 'BankCharges': 4.92028323e-06, 'Unknown': 4.287194885e-06, 'Travel&Transportation': 3.97841781e-06, 'FreightCharge': 3.1492421699999997e-06, 'VehicleRepairs': 1.930616756e-06, 'Telephone': 1.7525513850000001e-06, 'Postage': 1.4642931200000001e-06, 'SmallEquipment': 1.419703866e-06, 'Insurance': 7.02281994e-07}
 BIRMINGHAM , England 1996-08-31,{'MISC': 0.00160619553288, 'PER': 3.9773325825e-05, 'ORG': 3.4708362899999995e-05, 'Catering': 2.58871417e-05, 'LOC': 1.2765395568e-05, 'Meals&Entertainment': 8.674197299999999e-06, 'BankCharges': 8.3672059e-06, 'Insurance': 7.670372065e-06, 'VehiclesGas': 3.5771508300000004e-06, 'SoftwareSubscription': 2.48974026e-06, 'SmallEquipment': 2.47286307e-06, 'FreightCharge': 1.73260956e-06, 'Unknown': 1.48986435e-06, 'OfficeExpense': 1.0441347e-06, 'VehicleRepairs': 8.609727e-07, 'Postage': 3.7258026500000003e-07, 'Advertising': 3.03893441e-07, 'Travel&Transportation': 2.7353241699999997e-07, 'Clothing&Hair&Makeup': 2.54840495e-07, 'Telephone': 1.597708887e-07}
 Pakistan won the toss and put England in to bat in the second limited overs cricket international at Edgbaston on Saturday .,{'MISC': 0.001119239757403, 'PER': 0.0007238481686, 'SoftwareSubscription': 1.8624397459999998e-05, 'BankCharges': 1.5637615000000002e-05, 'ORG': 8.302860497e-06, 'VehiclesGas': 6.2255289e-06, 'Meals&Entertainment': 6.1327318100000006e-06, 'LOC': 5.419630867119999e-06, 'Catering': 4.9236189e-06, 'Unknown': 3.43953443e-06, 'Insurance': 2.9745005839999996e-06, 'FreightCharge': 1.09059861e-06, 'OfficeExpense': 1.0642726800000001e-06, 'Clothing&Hair&Makeup': 9.6717786e-07, 'Advertising': 7.88148796e-07, 'VehicleRepairs': 7.53917716e-07, 'SmallEquipment': 7.2932698e-07, 'Travel&Transportation': 4.801675e-07, 'Postage': 3.29115654e-07, 'Telephone': 1.83617197e-07}
 Surrey all-rounder Adam Hollioake was making his England debut , replacing Lancashire batsman Graham Lloyd , with seamer Peter Martin again being omitted from the 13 .,{'MISC': 0.0025044706934692997, 'PER': 0.000257614275986, 'ORG': 0.00019066129761999997, 'LOC': 7.9070716717e-05, 'BankCharges': 2.131455425e-05, 'SoftwareSubscription': 9.021547706999999e-06, 'Insurance': 8.96196248e-06, 'Unknown': 5.2295540600000005e-06, 'VehiclesGas': 3.52852255e-06, 'Catering': 2.62297457e-06, 'Meals&Entertainment': 1.818298e-06, 'FreightCharge': 1.22938281e-06, 'SmallEquipment': 1.0798122219999999e-06, 'VehicleRepairs': 8.133213500000001e-07, 'Advertising': 6.28558759e-07, 'OfficeExpense': 4.8700493e-07, 'Travel&Transportation': 4.0475643499999996e-07, 'Postage': 3.958640815e-07, 'Clothing&Hair&Makeup': 2.96331745e-07, 'Telephone': 1.8333349e-07}
 Pakistan kept the side who lost to England by five wickets at Old Trafford on Thursday in the first of the three one-day matches .,{'MISC': 0.0033482467754000003, 'LOC': 0.00020343020696159998, 'ORG': 5.2454984209999994e-05, 'PER': 1.90738848218e-05, 'SoftwareSubscription': 6.202375198e-06, 'SmallEquipment': 5.16820438e-06, 'BankCharges': 5.014293074999999e-06, 'Meals&Entertainment': 3.43176555e-06, 'Catering': 3.30179813e-06, 'OfficeExpense': 3.06683328e-06, 'FreightCharge': 2.70910309e-06, 'Insurance': 2.314774404e-06, 'Unknown': 2.16886664e-06, 'VehiclesGas': 1.2347455200000002e-06, 'Travel&Transportation': 7.1306224e-07, 'Advertising': 4.3784634099999993e-07, 'Postage': 3.9873734659999996e-07, 'VehicleRepairs': 3.6050459600000003e-07, 'Clothing&Hair&Makeup': 1.7998128100000002e-07, 'Telephone': 1.44548543e-07}
 Teams :,{'MISC': 0.00073507777501, 'ORG': 4.26703647e-05, 'SoftwareSubscription': 1.9344817170000002e-05, 'LOC': 1.5523300989999997e-05, 'PER': 1.0045421914e-05, 'Meals&Entertainment': 8.67497603e-06, 'Catering': 6.198569774e-06, 'BankCharges': 4.08306216e-06, 'Insurance': 3.0985235459999997e-06, 'Unknown': 2.93261146e-06, 'OfficeExpense': 2.829048235e-06, 'SmallEquipment': 2.66803685e-06, 'FreightCharge': 2.42837868e-06, 'Travel&Transportation': 1.32429688e-06, 'VehiclesGas': 1.1590834799999998e-06, 'Advertising': 5.58801385e-07, 'VehicleRepairs': 4.63719176e-07, 'Postage': 4.3323961499999996e-07, 'Telephone': 2.608763825e-07, 'Clothing&Hair&Makeup': 1.221347508e-07}
 England : Mike Atherton ( captain ) , Nick Knight , Alec Stewart , Graham Thorpe , Matthew Maynard , Adam Hollioake , Ronnie Irani , Robert Croft , Darren Gough , Dean Headley , Alan Mullally .,{'MISC': 0.00462484777, 'ORG': 0.0002447473883, 'LOC': 5.76451180765e-05, 'Catering': 1.630232936e-05, 'SoftwareSubscription': 1.508359518e-05, 'SmallEquipment': 1.3166994e-05, 'Insurance': 1.21517952e-05, 'OfficeExpense': 1.1619910780000001e-05, 'Meals&Entertainment': 1.1491977960000002e-05, 'Unknown': 1.003563406e-05, 'PER': 9.946354655700001e-06, 'BankCharges': 9.230387900000001e-06, 'FreightCharge': 8.90568334e-06, 'Travel&Transportation': 3.2652307600000003e-06, 'Postage': 2.35153774e-06, 'VehiclesGas': 1.9742762e-06, 'Advertising': 1.4753095e-06, 'VehicleRepairs': 1.33195975e-06, 'Telephone': 7.885335090000001e-07, 'Clothing&Hair&Makeup': 4.42150739e-07}
 Pakistan : Aamir Sohail , Saeed Anwar , Ijaz Ahmed , Salim Malik , Inzamam-ul-Haq , Wasim Akram ( captain ) , Moin Khan , Saqlain Mushtaq , Mushtaq Ahmed , Waqar Younis , Ata-ur-Rehman .,{'MISC': 0.8464502238, 'LOC': 0.010910143382400001, 'Catering': 0.006294947182, 'ORG': 0.001741865055, 'SmallEquipment': 0.0016068458070000002, 'VehiclesGas': 0.001234613815, 'Insurance': 0.0012208825694, 'FreightCharge': 0.0012059432319999998, 'VehicleRepairs': 0.000708579726, 'BankCharges': 0.00044914120580000005, 'PER': 0.00018405987447, 'Travel&Transportation': 0.00011923204599999999, 'OfficeExpense': 0.00011610188900000002, 'Meals&Entertainment': 6.482164450000001e-05, 'Postage': 5.706136498e-05, 'Clothing&Hair&Makeup': 4.2843097399999995e-05, 'Advertising': 3.88806155e-05, 'Telephone': 3.05355549e-05, 'Unknown': 2.54864844e-05, 'SoftwareSubscription': 2.460476813e-05}
 BASEBALL - GONZALEZ HOMERS TWICE AS RANGERS BEAT INDIANS .,{'MISC': 0.012764364305128, 'LOC': 0.005736295401192, 'PER': 0.000344275538815, 'BankCharges': 0.00026996604067999996, 'FreightCharge': 0.0001780291034, 'ORG': 0.00016403140938798998, 'VehiclesGas': 0.00014988472399999998, 'SoftwareSubscription': 4.763321312e-05, 'Insurance': 3.02019201e-05, 'Catering': 2.8045373e-05, 'Unknown': 2.2113325160000003e-05, 'VehicleRepairs': 1.8783526599999998e-05, 'Travel&Transportation': 1.3386882700000001e-05, 'Telephone': 1.14763434e-05, 'Clothing&Hair&Makeup': 9.016619823e-06, 'SmallEquipment': 7.99613781e-06, 'Meals&Entertainment': 4.82444364e-06, 'Advertising': 4.374812e-06, 'OfficeExpense': 4.36685018e-06, 'Postage': 2.201305724e-06}
 ARLINGTON , Texas 1996-08-31,{'LOC': 0.1270310848, 'SoftwareSubscription': 0.09093135783999999, 'Advertising': 0.0065256091199999994, 'VehiclesGas': 0.004945075, 'PER': 0.003598214361, 'FreightCharge': 0.00354760056, 'Travel&Transportation': 0.0024162299959999997, 'Insurance': 0.002209840386, 'Clothing&Hair&Makeup': 0.001359019546, 'OfficeExpense': 0.001312331084, 'ORG': 0.0013024509837749997, 'MISC': 0.00071789773619, 'BankCharges': 0.000670877342, 'Postage': 0.00063393457, 'Meals&Entertainment': 0.00047812054900000004, 'Telephone': 0.00047412908999999997, 'Unknown': 0.000395556592, 'VehicleRepairs': 0.000387187867, 'SmallEquipment': 0.0003428658365, 'Catering': 0.000287490143}
 Juan Gonzalez homered twice and Ivan Rodriguez added a two-run shot as the Texas Rangers defeated the Cleveland Indians 5-3 in a matchup of division leaders Friday .,{'MISC': 0.0058446597541, 'LOC': 0.0004058940436, 'FreightCharge': 0.0002033068174, 'PER': 0.00017843472957799998, 'VehiclesGas': 0.00015036363449999997, 'Unknown': 0.0001124250974, 'BankCharges': 9.03663464e-05, 'SoftwareSubscription': 6.36105949e-05, 'ORG': 5.78678344413e-05, 'Insurance': 5.40622412e-05, 'Advertising': 4.663724060000001e-05, 'Telephone': 1.9719957660000002e-05, 'SmallEquipment': 1.843282117e-05, 'Travel&Transportation': 9.985771e-06, 'Catering': 8.8958728e-06, 'Clothing&Hair&Makeup': 7.7239655e-06, 'OfficeExpense': 6.3262799e-06, 'Meals&Entertainment': 5.69906493e-06, 'Postage': 5.0691587930000004e-06, 'VehicleRepairs': 4.4915197700000005e-06}
 Rodriguez 's 18th homer , off Chad Ogea ( 7-5 ) in the first , gave Texas a 2-0 lead .,{'PER': 0.99167127, 'MISC': 0.004039927701999999, 'ORG': 0.0016300933970000001, 'SoftwareSubscription': 0.001011493193, 'Advertising': 0.000625807966, 'LOC': 0.00031633574, 'Meals&Entertainment': 0.0001701527328, 'OfficeExpense': 0.0001400016586, 'Travel&Transportation': 8.028384625000001e-05, 'Clothing&Hair&Makeup': 4.88099007e-05, 'FreightCharge': 4.22858112e-05, 'VehiclesGas': 3.82117725e-05, 'Unknown': 3.7620528100000005e-05, 'Telephone': 2.7830026900000002e-05, 'BankCharges': 2.4663339900000003e-05, 'Postage': 2.44837247e-05, 'Catering': 2.138973445e-05, 'SmallEquipment': 1.464605784e-05, 'VehicleRepairs': 9.610682494e-06, 'Insurance': 6.35620175e-06}
 One out later , Gonzalez smacked his 40th homer , extending his hitting streak to 20 games .,{'MISC': 0.11432860982069999, 'ORG': 0.009138007676, 'PER': 0.0050412655270000006, 'BankCharges': 0.0046161173940000005, 'LOC': 0.0043720068273999995, 'VehiclesGas': 0.0022052603299999997, 'Insurance': 0.002149384444, 'VehicleRepairs': 0.000934034883, 'Advertising': 0.000831793, 'FreightCharge': 0.00047264776099999997, 'Catering': 0.000425565046, 'Telephone': 0.000363755233, 'OfficeExpense': 0.000339306914, 'Clothing&Hair&Makeup': 0.00023012873099999997, 'Postage': 0.0002292346807, 'SmallEquipment': 0.0002173513135, 'Unknown': 0.000187631422, 'SoftwareSubscription': 0.00014401192, 'Travel&Transportation': 0.00013095433850000002, 'Meals&Entertainment': 3.8450641e-05}
 Gonzalez , who hit in 21 straight games earlier this season , joined Mickey Rivers as the only players in Texas history with two 20-game streaks in the same year .,{'LOC': 0.00516290067165, 'MISC': 0.003289219932606, 'PER': 0.00252862318017, 'ORG': 0.0009639269593978, 'Insurance': 0.00038738553666, 'BankCharges': 0.0001366676879, 'Catering': 6.71700583e-05, 'VehiclesGas': 6.525687904e-05, 'Meals&Entertainment': 4.5162063329999995e-05, 'VehicleRepairs': 3.77252565e-05, 'Unknown': 2.7465107599999998e-05, 'SmallEquipment': 1.6121074072e-05, 'Clothing&Hair&Makeup': 1.552463537e-05, 'Postage': 1.307954844e-05, 'SoftwareSubscription': 9.9117795e-06, 'Travel&Transportation': 7.686504125999999e-06, 'FreightCharge': 4.9488825e-06, 'Advertising': 3.60040154e-06, 'OfficeExpense': 2.67073194e-06, 'Telephone': 2.17721905e-06}
 Gonzalez hit his second homer in the third for his fifth multi-homer game of the season .,{'MISC': 0.00020919146703964002, 'LOC': 4.450717467e-05, 'Insurance': 2.2901718623e-05, 'ORG': 1.333063907e-05, 'SoftwareSubscription': 6.5595871e-06, 'Catering': 4.58235914e-06, 'Meals&Entertainment': 4.388494048e-06, 'BankCharges': 4.328192144e-06, 'Unknown': 4.07313757e-06, 'SmallEquipment': 1.6220942107e-06, 'FreightCharge': 1.389412066e-06, 'VehiclesGas': 1.2117310219999999e-06, 'Advertising': 9.681592000000001e-07, 'OfficeExpense': 9.255057859999999e-07, 'PER': 7.257419026999999e-07, 'Clothing&Hair&Makeup': 4.61198974e-07, 'Postage': 3.48322981e-07, 'Travel&Transportation': 2.9947187800000006e-07, 'VehicleRepairs': 2.473697539e-07, 'Telephone': 1.334063278e-07}
 Gonzalez has three 40-homer seasons and his 121 RBI broke Ruben Sierra 's team record of 119 set in 1989 .,{'MISC': 0.00164953458033, 'PER': 1.92695825638e-05, 'ORG': 6.6542818799999995e-06, 'Insurance': 1.777861962e-06, 'VehiclesGas': 1.60719164e-06, 'BankCharges': 1.5879048000000001e-06, 'Catering': 1.33767244e-06, 'LOC': 1.01242508928e-06, 'Unknown': 6.325453e-07, 'SmallEquipment': 5.389872659999999e-07, 'FreightCharge': 5.02090376e-07, 'Meals&Entertainment': 4.5645205799999994e-07, 'SoftwareSubscription': 3.96893351e-07, 'VehicleRepairs': 3.51611427e-07, 'Advertising': 2.7919769499999996e-07, 'OfficeExpense': 2.33669279e-07, 'Postage': 1.0456029669999998e-07, 'Travel&Transportation': 1.02433557e-07, 'Clothing&Hair&Makeup': 6.5748389e-08, 'Telephone': 5.93165177e-08}
 The Indians had their four-game winning streak stopped .,{'PER': 0.0053427688991999995, 'MISC': 0.0036853501060344998, 'ORG': 0.0013219376467999999, 'LOC': 0.0011562759505000001, 'SoftwareSubscription': 0.00020194249032, 'Meals&Entertainment': 3.40221934e-05, 'Travel&Transportation': 1.5114057569999999e-05, 'Postage': 1.3765090809999998e-05, 'Insurance': 1.3657365020000001e-05, 'Unknown': 1.347082597e-05, 'OfficeExpense': 1.1619307e-05, 'Catering': 9.4333111e-06, 'VehicleRepairs': 8.92891651e-06, 'BankCharges': 8.43855547e-06, 'FreightCharge': 8.2864128e-06, 'VehiclesGas': 7.6919033e-06, 'Advertising': 4.1031837e-06, 'Telephone': 3.29617064e-06, 'SmallEquipment': 2.8334545200000003e-06, 'Clothing&Hair&Makeup': 2.034015716e-06}
 " It 's not something I 'm going to try to explain , " said Texas manager Johnny Oates about his team winning seven of the 10 meetings from Cleveland this season .,{'MISC': 0.004965025045748499, 'ORG': 0.003059911446856, 'LOC': 0.0004936653007, 'PER': 8.8437288881e-05, 'SoftwareSubscription': 5.9502248460000004e-05, 'Insurance': 5.39077773e-05, 'BankCharges': 1.78218029e-05, 'SmallEquipment': 1.079055401e-05, 'Postage': 9.664751569999999e-06, 'Catering': 7.0861698e-06, 'Unknown': 6.201740370000001e-06, 'VehicleRepairs': 6.143595929999999e-06, 'VehiclesGas': 5.74520964e-06, 'OfficeExpense': 4.2115927e-06, 'FreightCharge': 3.98814303e-06, 'Meals&Entertainment': 2.9692654e-06, 'Advertising': 2.6449395449999996e-06, 'Clothing&Hair&Makeup': 2.569894508e-06, 'Travel&Transportation': 1.52679553e-06, 'Telephone': 1.021662589e-06}
 " We 've got two more regular season games against them and we might get lucky enough or unlucky enough to play them in the post-season . ",{'MISC': 0.0040434139077885, 'LOC': 0.001321629701856, 'PER': 0.000625124448693, 'ORG': 0.000260229833723, 'BankCharges': 2.85753286e-05, 'Insurance': 1.3359025070000001e-05, 'SoftwareSubscription': 1.267223945e-05, 'Catering': 9.5753705e-06, 'VehiclesGas': 8.36565567e-06, 'OfficeExpense': 5.55063635e-06, 'Unknown': 3.7597805200000005e-06, 'FreightCharge': 3.692034365e-06, 'Meals&Entertainment': 3.58720887e-06, 'SmallEquipment': 3.3970112499999998e-06, 'Postage': 2.91073907e-06, 'Clothing&Hair&Makeup': 2.0394752300000003e-06, 'VehicleRepairs': 1.97278308e-06, 'Advertising': 1.67977282e-06, 'Travel&Transportation': 7.46269826e-07, 'Telephone': 6.007102530000001e-07}
 Roger Pavlik ( 15-7 ) gave up three runs and seven hits in 6 1/3 innings and became the fourth 15-game winner in the American League .,{'MISC': 0.0027812135811288003, 'LOC': 0.0002706419574555, 'ORG': 9.9004656183e-05, 'PER': 7.3168004138e-05, 'BankCharges': 1.47319836e-05, 'Catering': 4.45266294e-06, 'Insurance': 4.06245557e-06, 'SoftwareSubscription': 3.130956137e-06, 'VehiclesGas': 2.43318433e-06, 'SmallEquipment': 2.267054255e-06, 'OfficeExpense': 1.6715281010000002e-06, 'Unknown': 1.48285862e-06, 'FreightCharge': 1.150135635e-06, 'Meals&Entertainment': 1.07945248e-06, 'VehicleRepairs': 6.468079249999999e-07, 'Postage': 5.06283696e-07, 'Advertising': 4.33760222e-07, 'Travel&Transportation': 2.06369179e-07, 'Clothing&Hair&Makeup': 1.914519145e-07, 'Telephone': 1.7184993250000001e-07}
 Jeff Russell pitched two perfect innings for his third save .,{'LOC': 0.9881239294, 'ORG': 0.007454600064, 'MISC': 0.0042048419936, 'PER': 5.901801436e-05, 'Catering': 2.8661043089999998e-05, 'SmallEquipment': 1.54075864e-05, 'VehiclesGas': 1.49993093e-05, 'Travel&Transportation': 1.4205477379999999e-05, 'Postage': 1.12677493e-05, 'Insurance': 9.4360488e-06, 'Advertising': 8.26137886e-06, 'SoftwareSubscription': 8.203086889999999e-06, 'OfficeExpense': 7.57327816e-06, 'FreightCharge': 5.5991219000000006e-06, 'VehicleRepairs': 4.98823976e-06, 'Clothing&Hair&Makeup': 4.902983557e-06, 'Meals&Entertainment': 4.39513468e-06, 'Telephone': 2.84740566e-06, 'BankCharges': 1.279458289e-06, 'Unknown': 1.039554786e-06}
 Brian Giles and Jim Thome homered for Cleveland .,{'MISC': 0.0084865183252, 'PER': 0.0028050000794993, 'LOC': 0.00102413899455, 'ORG': 0.0001545890062, 'Travel&Transportation': 3.36355232e-05, 'Unknown': 1.8881385100000002e-05, 'Insurance': 1.5125196139999999e-05, 'BankCharges': 1.064998859e-05, 'VehicleRepairs': 7.27821926e-06, 'Catering': 6.7573869e-06, 'VehiclesGas': 5.8915732e-06, 'SmallEquipment': 5.12465679e-06, 'SoftwareSubscription': 4.86424646e-06, 'Meals&Entertainment': 4.444921900000001e-06, 'FreightCharge': 3.82971269e-06, 'Telephone': 2.04293152e-06, 'Postage': 1.699665027e-06, 'Advertising': 1.22312722e-06, 'OfficeExpense': 8.64586395e-07, 'Clothing&Hair&Makeup': 4.05204806e-07}
 Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,{'MISC': 0.0009174955007039999, 'SoftwareSubscription': 2.6827590754e-05, 'PER': 1.7739419488050003e-05, 'LOC': 1.1340281331e-05, 'ORG': 8.082462233e-06, 'FreightCharge': 6.56027275e-06, 'Insurance': 4.6584991399999985e-06, 'Catering': 3.915747949999999e-06, 'Travel&Transportation': 3.7713898700000003e-06, 'VehiclesGas': 3.51610713e-06, 'Unknown': 3.4833034499999998e-06, 'SmallEquipment': 3.3540926600000003e-06, 'Meals&Entertainment': 3.109787994e-06, 'OfficeExpense': 2.653069388e-06, 'BankCharges': 2.5237188600000003e-06, 'VehicleRepairs': 6.9395376e-07, 'Advertising': 6.046549e-07, 'Postage': 4.71530278e-07, 'Clothing&Hair&Makeup': 3.021160026e-07, 'Telephone': 2.538119785e-07}
 Texas 's lead over Seattle in the West increased to six .,{'MISC': 0.00050232347718484, 'PER': 0.000491803573562, 'LOC': 0.00013922975131800002, 'ORG': 9.198201148e-05, 'SoftwareSubscription': 6.6820071395e-05, 'Meals&Entertainment': 9.9996824e-06, 'BankCharges': 5.50596764e-06, 'OfficeExpense': 5.49429073e-06, 'VehiclesGas': 2.72504026e-06, 'Insurance': 2.509430026e-06, 'FreightCharge': 2.3644738999999997e-06, 'Advertising': 2.35377558e-06, 'Postage': 2.16667548e-06, 'Catering': 2.0791233399999997e-06, 'SmallEquipment': 1.18108066e-06, 'Unknown': 8.8516919e-07, 'VehicleRepairs': 7.67895339e-07, 'Travel&Transportation': 5.91553364e-07, 'Telephone': 2.99936508e-07, 'Clothing&Hair&Makeup': 2.73368756e-07}
 At California , Tino Martinez 's two-run homer keyed a three-run first and Andy Pettitte became the league 's first 19-game winner as the New York Yankees beat the Angels 6-2 .,{'PER': 0.0113138596093, 'MISC': 0.0061280544409999995, 'LOC': 0.002758060915, 'ORG': 0.001182114808, 'SoftwareSubscription': 0.0003542774716, 'VehiclesGas': 0.000237471727, 'Catering': 0.000236656979, 'Meals&Entertainment': 0.00023342898400000001, 'Insurance': 0.00021726885200000002, 'FreightCharge': 0.000166794528, 'Travel&Transportation': 0.000145530524, 'BankCharges': 0.0001358661315, 'SmallEquipment': 0.000129925209, 'OfficeExpense': 6.865935e-05, 'VehicleRepairs': 6.71558607e-05, 'Unknown': 6.644136460000001e-05, 'Advertising': 6.1591244e-05, 'Telephone': 4.519137429999999e-05, 'Postage': 4.43751144e-05, 'Clothing&Hair&Makeup': 1.59757743e-05}
 New York snapped a season-high five-game losing streak and also got homers from Mariano Duncan , Darryl Strawberry and Jim Leyritz .,{'MISC': 0.004912440873099999, 'LOC': 0.00088026492278, 'ORG': 0.00016628935800270001, 'VehiclesGas': 7.66398491e-05, 'Insurance': 6.558697555000001e-05, 'Catering': 3.6780981299999995e-05, 'BankCharges': 2.46910357e-05, 'SmallEquipment': 2.27095146e-05, 'PER': 2.20156988146e-05, 'Unknown': 1.2932442299999998e-05, 'FreightCharge': 1.174544912e-05, 'Meals&Entertainment': 3.81319074e-06, 'VehicleRepairs': 3.4291719299999997e-06, 'Travel&Transportation': 1.8473755e-06, 'OfficeExpense': 1.4384965399999998e-06, 'Telephone': 1.1685403230000002e-06, 'Postage': 1.1210601945000001e-06, 'Advertising': 1.079844604e-06, 'SoftwareSubscription': 9.27676256e-07, 'Clothing&Hair&Makeup': 5.43999056e-07}
